,dvar0,dvar1,dvar2,dvar3,dvar4,dvar5,dvar6,dvar7,dvar8,dvar9,dvar10,dvar11,dvar12,dvar13,dvar14,dvar15,dvar16,dvar17,dvar18,dvar19,dvar20,dvar21,dvar22,dvar23,dvar24,dvar25,dvar26,dvar27,dvar28,dvar29
0,0.8519249343475988,0.00266435839185516,0.023325422272184166,2.608313522385727e-07,2.0591223605813586e-06,6.775179299308099e-05,9.405395142729141e-07,8.986406626180406e-07,5.417789122864593e-06,1.074481335286443e-06,2.2932518738334397e-06,2.625171629190898e-06,5.08624535368177e-06,3.0865381484776697e-06,9.135562394108171e-08,1.7321673259668413e-05,0.0026632652071170784,5.825271680986395e-07,1.5207626211512348e-05,2.9863117098230182e-05,7.000411442693738e-06,2.966803440633141e-05,9.996313622898502e-05,8.9545630729082e-08,5.864054423211774e-07,5.139812119034653e-06,0.00010520272938468577,1.1480970302450602e-05,1.112632536785269e-06,1.6388667603030745e-08
1,0.8519249343475988,0.00266435839185516,0.023325422272184166,2.608313522385727e-07,2.0591223605813586e-06,6.775179299308099e-05,9.405395142729141e-07,8.986406626180406e-07,5.417789122864593e-06,1.074481335286443e-06,2.2932518738334397e-06,2.625171629190898e-06,5.08624535368177e-06,3.0865381484776697e-06,9.135562394108171e-08,1.7321673259668413e-05,0.0026632652071170784,5.825271680986395e-07,1.5207626211512348e-05,2.9863117098230182e-05,7.000411442693738e-06,2.966803440633141e-05,9.996313622898502e-05,8.9545630729082e-08,5.864054423211774e-07,5.139812119034653e-06,0.00010520272938468577,1.1480970302450602e-05,1.112632536785269e-06,1.6388667603030745e-08
2,0.00010138616830392328,0.0005466987543750049,0.007481541738631683,7.725761546534158e-06,3.655918026293567e-06,0.0008409380848072938,5.466388769235623e-07,5.093191011823795e-06,7.796374666328378e-06,1.8311381768160414e-06,4.283580111037892e-06,1.9373864255411546e-05,1.997860260897538e-05,0.00021552743577477772,3.46943404835165e-06,0.0004167973954673999,0.002585082037316338,2.0153244904556346e-05,3.270118201767087e-05,0.14292650166259974,5.352406583213526e-06,0.0007075080175979028,0.0002488656286609033,7.237245147697701e-08,9.557865712912202e-06,2.255429281389212e-06,4.650608772714161e-05,0.044123503435201133,8.593750073156476e-07,2.358324413078929e-05
3,0.6514948012991283,0.0027922560752799345,0.02170848322697973,1.201594822548249e-05,1.8016584055020062e-06,3.2071597041011355e-05,7.729970262641252e-07,5.861215343101905e-06,7.4396169314743795e-06,3.3798977680017615e-07,8.358040614252985e-06,1.8466929281798036e-05,3.7928287058471096e-05,2.1133882810543657e-05,2.323272064981276e-06,0.0003440941521774723,0.00806556925454473,4.88553998033109e-07,0.00014917104179534824,0.00023573837599179904,4.924792338140862e-07,1.9148234553489573e-05,0.0005757734950116402,6.538755459739698e-06,6.68839968882319e-08,4.784010421073753e-06,0.0018917399075176536,8.57585935618427e-05,8.970339239488913e-07,4.930317956707939e-06
4,0.8251574823719482,0.003491873540019968,0.00886469842145959,1.7797500498578192e-05,1.3789643089998616e-05,0.0008009368646480943,4.0176422427810033e-07,8.936581554737012e-06,7.744552979769972e-06,9.182387418025828e-06,2.0128196443144188e-06,1.974965732211429e-05,2.024858511032364e-05,0.00020957491088701086,2.9234935141009243e-05,0.00034412766888477977,0.0025866384108380472,1.9672833537648996e-05,3.308214390298556e-05,0.14352504692648352,3.586023332136819e-05,0.0006864456471509502,0.0002425186328796456,4.39953305398408e-06,9.111034296583463e-06,5.860663328020634e-06,0.0023762950630347194,0.044400704213075654,9.70879067672542e-07,4.277761369310794e-05
5,0.45311611367017907,0.0003926246131314966,0.0013786262146142031,2.7577093174113125e-06,3.3530227892542796e-06,6.317199692899465e-05,1.7244234432434046e-06,1.071621529747971e-06,1.1677293881681682e-07,1.1818214680597885e-06,1.146671695100555e-06,2.0138023976137565e-06,1.7024881526468156e-05,2.4143090330919013e-06,7.60878340694132e-07,2.255705833867665e-06,0.00013096130247447724,1.7159264159191934e-07,0.01481547110825936,0.0002060602263123906,5.033501717948593e-06,6.210126281644987e-05,0.00043424739428418117,1.5985490551598976e-06,2.9018545046435844e-07,2.661982734565542e-07,3.0683096250409163e-05,0.000401918051294274,1.0169931505416146e-06,2.1341168541159735e-05
6,0.6207135568945863,0.003862040455460298,0.017062648503580066,1.3266384808431505e-06,1.409231683699117e-05,0.0008062408006273226,2.419228102535674e-05,0.00016985519388462936,1.341126510291802e-06,1.093538437297961e-06,2.2758420847417727e-05,4.942038471881196e-06,2.0459379058167364e-05,0.0002845688682708163,3.2432748181520804e-06,1.5402319843196957e-05,0.0006223934813423789,7.927591871784107e-07,3.0180712562055617e-05,0.14536354649432748,1.9575104986921908e-05,0.0006276069366011885,0.0005133187136297578,3.7039541053009465e-06,6.21798935253414e-05,4.0217426683776515e-06,0.0014303307183301697,0.04567405831584544,1.0996838424288748e-05,5.2707253029407155e-05
7,0.4124468224718998,0.0003347497955351043,0.01701019997995233,1.3266384808431505e-06,1.409231683699117e-05,0.0008023853420180582,4.2518979475713904e-07,5.444199485351334e-06,9.448810744990574e-08,1.092240661545188e-06,2.323668297562568e-06,1.6771378590416831e-06,2.0459379058167364e-05,5.772505824288077e-05,3.1964741218940757e-06,5.6693800608837256e-05,0.0023499669467387284,7.48513873880747e-07,2.9896733982881292e-05,0.14536354649432748,7.477363349473715e-06,0.000575561771790443,0.0004382735010619637,4.240159111113516e-06,4.067185505305412e-05,3.973525814899733e-06,3.32325393302814e-05,0.04569837007576546,7.740307434608587e-07,4.783020517822616e-06
8,0.2572156947783761,0.0022047905895183594,0.0035943158705826032,9.943620550847444e-08,8.736825866582695e-07,9.51339924373084e-06,6.821223541318976e-07,3.351613712552731e-07,1.164819149966546e-06,4.3762990918996077e-07,2.36489779430898e-06,1.1885690131970487e-06,7.826008837563086e-06,4.342280408647736e-06,6.196735934125251e-06,2.841223094134884e-06,0.00033084865547135066,4.7477899856118906e-07,5.139929679144623e-06,0.00018427456766683498,3.6578311962416145e-06,3.693112625962811e-05,0.0005132438476328446,2.6066535949152667e-08,1.0670753564628725e-06,3.972408689896264e-06,1.448448592707253e-05,0.0001185825177819948,6.735555090238987e-07,2.867832917014895e-06
9,0.08282093932122353,8.264745403050778e-05,0.0032700266368531953,4.558772217626454e-07,6.516243941453685e-07,4.704901274658126e-05,7.667836945607665e-07,2.493934148060966e-07,2.304645775564562e-07,5.372869108404874e-07,1.2705650808202986e-06,9.473123305210603e-07,1.656482569436624e-05,3.819791668048444e-06,2.9606026816486383e-06,1.282906088483646e-05,0.0011838449177551604,1.4819117334251762e-07,4.598886463122301e-06,2.0220787890246026e-05,1.2849032938608766e-07,2.1276092234077852e-05,0.00013604451431023076,1.7640944887024524e-08,1.3164523747241052e-07,2.2370386382436953e-07,1.422977573450718e-05,0.0001268441787806705,5.774590463442703e-07,5.760856381010023e-07
