,Objective_1,Objective_2
0,0.3759660242884489,0.6373061291939062
1,0.3759660242884489,0.6373061291939062
2,0.0008756251240162837,1.0000825841476315
3,0.27590177950806155,0.6538484677461741
4,0.27462427436130477,0.6694640441865772
5,0.32522731035767394,0.6537975361921966
6,0.3755359813020933,0.6424786166370388
7,0.17587913884780118,0.6924627181114955
8,0.32588890381289115,0.6428706224046384
9,0.22352334700895535,0.6915379611717334
10,0.22596291041240563,0.6697707158511909
11,0.12595260174214074,0.7250574368352312
12,0.17139113558530367,0.7244878919407263
13,0.07589442934029611,0.7733503488742945
14,0.11620389819062171,0.7731142422170479
15,0.009748235400667191,0.9179749238924321
16,0.008596180710391248,0.9233176062652886
17,0.22480063414208035,0.6814187580877858
18,0.3255611998024046,0.6474951966593996
19,0.030090330449127435,0.8536270939761185
20,0.1250393978394529,0.7297057096870747
21,0.06914792336174677,0.8002410685389941
22,0.12240945621904561,0.7439056562533121
23,0.047281781385776586,0.8417335286103755
24,0.05167838802836015,0.8377934876048487
25,0.12160864836778869,0.7482100399008841
26,0.2244039773101732,0.6861071480668586
27,0.32544820632147664,0.6506567707934903
28,0.004142402208683227,0.9489895330205381
29,0.27507182557902005,0.6660064777376721
30,0.014309009668274947,0.8999788116342492
31,0.06669498749591138,0.8072177850536276
32,0.12067451339097887,0.7527352516744991
33,0.0010124532610341003,0.9913800421298977
34,0.020272345316622073,0.878765022240122
35,0.02568713022114935,0.8598072384255036
36,0.0008976389650098993,0.9976398800476894
37,0.06306702195385347,0.81726953421807
38,0.06525439618009765,0.814361474532356
39,0.22564224883152975,0.6722570194730654
40,0.27550885177740336,0.6611065232838464
41,0.028188174335715556,0.8555911434590029
42,0.004862786240679415,0.9441698559265503
43,0.021176355983781703,0.8756214691099252
44,0.0496338402515579,0.8400576547716084
45,0.12129980296973791,0.7496199087988497
46,0.0015014999821758891,0.9780576382812003
47,0.11867607924467147,0.7630926448743022
48,0.0024605232417962107,0.9642268684416202
49,0.1227621390423933,0.7421185066025215
50,0.3757978440559135,0.640964976408491
51,0.2751279456573355,0.6636036896767281
52,0.22534659028857312,0.6748683457040329
53,0.06092131602348039,0.8230713586320498
54,0.07035351261758177,0.7953483622472007
55,0.002341514302546425,0.9670500117259884
56,0.0013507504805671065,0.9807715113813347
57,0.02213462018702167,0.8724371994806833
58,0.11809096653778195,0.7653994736594621
59,0.06367097735230601,0.8155330659745647
60,0.012427186260378573,0.9068967611221685
61,0.3258755491923856,0.6431606438222318
62,0.04447261558998452,0.8432933140956919
63,0.0010683852764486884,0.988522040864827
64,0.026726531804348932,0.8575509492445603
65,0.06592329496650456,0.8093959705494355
66,0.0021343016773434087,0.969068827436435
67,0.0673842915060206,0.804687662730334
68,0.17572534049484267,0.6952573214846709
69,0.023594234458883513,0.8670685374839919
70,0.22508262888418168,0.6788064489281527
71,0.014967890016824581,0.8974820832030946
72,0.05390425262739307,0.8353777861826901
73,0.0107949416367083,0.9132829955240126
74,0.12326897165310444,0.7393799182487832
75,0.01663869938239336,0.8919493843291071
76,0.17494101015259528,0.6995996362928651
77,0.001138054619828877,0.9866100039428135
78,0.07213928628872046,0.7879591251302125
79,0.0594128204045955,0.8258919605432725
80,0.024522363615312973,0.8639642807710364
81,0.05692457630387153,0.8303534973211735
82,0.1747753703932457,0.7021060949856519
83,0.22518930516517344,0.6770528949015624
84,0.12559567313046444,0.726103396087457
85,0.0017419884340768186,0.9742587171925468
86,0.0026808562448878293,0.9620209483555541
87,0.17405516280472821,0.7068169520170683
88,0.05643477152079475,0.8313455662601749
89,0.021518003655822668,0.8745312476471458
90,0.03210713370403229,0.8514810609244661
91,0.013599226709933031,0.9024062189524884
92,0.0073211748847006285,0.9314009662050331
93,0.015293566171118345,0.8962267551700155
94,0.0016411005683508338,0.9756640156872122
95,0.03481069760321179,0.8493554732991193
96,0.003234364531042977,0.9570288366027202
97,0.025118629672250314,0.861778338067644
98,0.048828495071265465,0.8404731045741874
99,0.062119942358639275,0.8196814790259211
100,0.2757247241117508,0.6574930367462564
101,0.03387494739630649,0.8501701018485045
102,0.11962191207918542,0.7579312556989153
103,0.018935113189884594,0.8830709595863802
104,0.17266491364458827,0.7158144524981858
105,0.37584468501102447,0.6374383828996699
106,0.055203305056589935,0.8335223028568287
107,0.01941460028033387,0.8816652855640839
108,0.01749339124462173,0.8883765004077017
109,0.004077936703628059,0.9499003808433369
110,0.07296300725006735,0.7853848347709527
111,0.12033554334446667,0.7558872089535622
112,0.1174755257657375,0.7684666248564647
113,0.019898188502455394,0.8802024221141285
114,0.27556172405619506,0.658453274729938
115,0.03834142601388309,0.8472707519445983
116,0.018074722568354358,0.8867999908419598
117,0.022928094351169416,0.8695562308163246
118,0.06526379440338048,0.8114604466856251
