,Objective_1,Objective_2
0,1.0000206132463725,-0.004694403736047624
1,-0.004795299111099632,1.0897008114908011
2,-0.004795299111099632,1.0897008114908011
3,-0.00376257467360587,1.0310138053397224
4,-0.004349241437840838,1.074881091520558
5,0.26406790350400416,0.48804506210985177
6,0.931694064285096,0.03336794371605716
7,0.46713155685961627,0.31885972082465663
8,0.12738977391664844,0.6451992743902808
9,0.04516750976962164,0.7897473099732972
10,0.5629577596142065,0.2515105114149907
11,0.14064928175032776,0.6267031019186419
12,0.35820756935507925,0.4034666760288327
13,0.04028289643411012,0.8016225437730723
14,0.20922645552971977,0.5457485062349736
15,0.5921980300309465,0.2335764109328825
16,0.6925325360817256,0.17058766930917432
17,0.8469532192063385,0.0800026569885419
18,0.25438750637067303,0.49679541902962354
19,0.8227185337377568,0.09253623716875127
20,0.27139441783078255,0.4803474300654635
21,0.18352855799946877,0.5739072572672689
22,0.36608471291784644,0.39673424514829914
23,0.8337039168099323,0.08604780954948874
24,0.09927328432565809,0.6871715002420538
25,0.028294819864957327,0.8414112280611227
26,-0.00015284657839670368,0.9882085485792977
27,0.9964708523172162,-0.0023829451008665174
28,0.9033578110145843,0.04863361848227424
29,0.4209165669438517,0.35198885185687184
30,0.4800625771577929,0.30935509803662636
31,0.283399067780618,0.46920887454142163
32,0.6807916564345042,0.17688466956709714
33,0.2780623175894261,0.4754119498671298
34,0.9467758995310563,0.02574862044919614
35,0.4160730090259656,0.3611446660597528
36,0.986116101886738,0.005830065065155956
37,0.04958071256521612,0.7801774086672232
38,0.43609502228404873,0.3398442746910894
39,0.03682251825637278,0.8108907166497502
40,0.11998855670579267,0.6555754597208563
41,0.5206245046331517,0.2818868915788344
42,0.4513887507635428,0.33130188091261065
43,0.8118737482423745,0.09682265588212757
44,0.02283239177845292,0.8525367137175325
45,0.07741392260132589,0.7242040383462639
46,0.008945789636342544,0.9080337248050256
47,0.7403948490552943,0.14190851950754274
48,0.3203188083936889,0.4442717534055543
49,0.15602691490326723,0.6084523478759759
50,0.6693145406895797,0.18340871358390073
51,0.8687829596066072,0.06836470828598529
52,0.608654741388586,0.21885250882184276
53,0.7731483487572456,0.12332175304012576
54,0.5504592771514938,0.25736176037408587
55,0.8985696385836858,0.054448990486905956
56,0.7555406154566966,0.12911107125210772
57,0.1477510387659438,0.6191942222910197
58,0.08698917499036918,0.7076215885480983
59,0.21786000590343577,0.535263112693961
60,-0.001138147421968147,1.0067720716772055
61,0.3777646419709191,0.3864462654420387
62,0.3092466143173677,0.4459100953843133
63,0.749573871356774,0.1319443898960869
64,0.5089825677842351,0.28890373350334964
65,0.6184096563520507,0.21597276462063603
66,0.8508230579420364,0.07620588321833287
67,0.0005286970446103934,0.9827949776010586
68,0.08162076630995524,0.7196887250712487
69,0.00539020465634843,0.9308489387376203
