,dvar0,dvar1,dvar2,dvar3,dvar4,dvar5,dvar6,dvar7,dvar8,dvar9,dvar10,dvar11,dvar12,dvar13,dvar14,dvar15,dvar16,dvar17,dvar18,dvar19,dvar20,dvar21,dvar22,dvar23,dvar24,dvar25,dvar26,dvar27,dvar28,dvar29
0,0.8523811804138284,3.383439688366329e-07,1.7876536345644272e-05,3.0416567130400814e-07,2.875980733415028e-06,1.4827765452520422e-06,0.0012321691859752994,2.4485018797532097e-07,7.456901891582965e-05,7.575415004753813e-08,1.847423128443129e-05,2.712794891319695e-06,2.065309561149648e-06,5.110400101478661e-06,9.947303168494e-05,7.834272515963307e-06,2.88629481841945e-07,9.074331473109721e-07,1.349786670079257e-06,1.3179898633075959e-06,1.2787385002837717e-07,1.543273584206293e-05,9.530185710619241e-06,9.407562911439188e-08,1.0689393597425112e-06,5.631550042942154e-07,1.1422742935274688e-05,4.148709586255566e-06,0.00018757397593362156,4.7366088348464514e-07
1,0.005994507376107683,7.048944293926756e-05,0.09391031763564045,0.004253320265517186,0.000534028364201524,0.0006071541242818358,0.0188049582775485,0.0004681796835809645,0.32049902125532714,0.0659658297980519,0.08455235081040025,0.00283258822062095,0.5659751717498944,0.001084850932319152,0.027777806004454682,0.0028217723621406917,0.15425642586619684,0.003225206421933262,0.0005634438000539104,0.034965941395031314,0.00014352960514923133,0.002595362940045193,0.01825420221151297,0.005259258138530731,0.05226292765577199,0.012892220567373498,0.6287259092221786,0.011011318742613005,0.8722703756010199,0.00020386128217118725
2,0.005994507376107683,7.048944293926756e-05,0.09391031763564045,0.004253320265517186,0.000534028364201524,0.0006071541242818358,0.0188049582775485,0.0004681796835809645,0.32049902125532714,0.0659658297980519,0.08455235081040025,0.00283258822062095,0.5659751717498944,0.001084850932319152,0.027777806004454682,0.0028217723621406917,0.15425642586619684,0.003225206421933262,0.0005634438000539104,0.034965941395031314,0.00014352960514923133,0.002595362940045193,0.01825420221151297,0.005259258138530731,0.05226292765577199,0.012892220567373498,0.6287259092221786,0.011011318742613005,0.8722703756010199,0.00020386128217118725
3,0.2578523523262708,3.469561374920169e-07,1.8272574107481722e-05,2.2972220861941993e-07,2.683966802117288e-06,1.2908457260836422e-06,0.0009405300496587071,1.9433570129580525e-06,2.1654557322504312e-05,8.029152582808859e-08,3.091528261827458e-05,6.81937245759271e-07,2.085964851406849e-06,2.7502239893557136e-06,6.253480302264658e-06,1.0540836923544469e-05,4.277231594236266e-07,9.197612289134436e-07,3.465448462554637e-07,1.2773787636076934e-06,1.6942436954762134e-07,8.596674439213797e-06,1.0198376737016776e-05,1.2899550731164674e-06,4.407043385231531e-06,1.2592665080750195e-08,4.548905159730241e-07,3.1853835706607928e-06,8.217517266200267e-05,6.018385166437071e-07
4,0.6220973109094933,3.844749895716004e-05,0.0036362908304407304,5.585950287042592e-05,0.00013021694455512197,5.299221016926521e-05,0.0029452733709915747,1.3002681687782952e-05,0.22343668233438516,1.132208976153863e-05,3.9226623753529046e-05,5.559925321191577e-05,1.3611293192610871e-05,4.109270993970542e-06,0.025763110230520817,0.0001988078555544622,2.9557591698645093e-05,0.003485152473712619,3.0680663493751976e-05,6.031645868939522e-05,4.216134158784663e-06,0.000173100397961771,0.0014075268569998557,8.277054504880156e-06,1.761026302099985e-05,1.304905648297264e-05,3.3551500231045054e-05,0.01088562931130136,0.023935851631018214,2.3111998761245284e-05
5,0.45393791333999894,3.2837991511247855e-07,3.179859937519966e-06,1.1432582331257621e-07,1.0193961524615878e-05,1.1624069133855834e-06,0.0009305511888355337,1.1305508096188783e-06,1.5434184748911463e-05,3.843813501042134e-08,1.8925384124206448e-05,7.112543371849752e-07,2.195756596045061e-06,2.5934627852040886e-06,5.086146931967561e-06,3.199582436214104e-05,5.785686943595011e-07,9.47680905232708e-07,1.3791722134867438e-06,1.312005900865608e-06,1.6508210005547567e-07,2.324838215772328e-05,1.7553159741150606e-06,7.327708134067038e-08,1.1551701038623533e-06,2.235140178270464e-08,3.8069291852538156e-07,2.651031273565243e-06,0.00013157448880804523,5.070546678847341e-07
6,0.6531384094103767,3.464885527834942e-07,6.964062132284633e-06,1.9275830368545794e-07,4.4344587540472515e-06,1.273686332692491e-06,0.0009378279714690554,1.924114182047891e-06,2.1957838707967955e-05,1.3646692401076054e-06,2.12839336932544e-05,7.33848844011464e-07,2.141400730469314e-06,2.724031104339309e-06,7.626096234433256e-05,6.801099572768747e-06,1.1593458410899996e-06,9.045301162109133e-07,3.442713610881557e-07,1.2867347069789367e-06,1.6573572431965028e-07,8.594765883048614e-06,1.0848748333404753e-05,1.112454670310235e-06,8.356812685332942e-07,1.494256823483834e-08,1.2440940029662096e-06,2.6517362572259457e-06,0.00014030218748670647,9.193866561117335e-07
7,0.8266255246196466,1.6916395151899343e-05,0.004035799083174174,2.378785901532212e-05,0.0005294744323285402,5.529953698901204e-05,0.0025183386505484968,7.137787798638642e-06,0.3087804248839218,1.9962903704706286e-05,3.3423065959021836e-05,5.5938593956568e-06,7.784375500333093e-06,2.519822445893875e-05,0.03008253302000314,0.0003080789156524044,9.07081168613645e-06,1.0584294351478391e-05,9.972891868745911e-06,0.00022875933130163135,6.242199198726296e-06,0.0001976094111245185,2.9639212153335368e-05,0.0001349314595801769,2.915766838873232e-06,4.736412157072701e-07,4.10673636343422e-05,2.080392772274166e-05,0.025053537324213445,2.3458430778730427e-06
8,0.007150518373794546,7.09794252595584e-05,0.09860943353673039,0.003843222619469852,0.0005738988400689507,0.0006069279298069563,0.018075578682966918,0.0005325786661705082,0.3059414232034068,0.05508522224485259,0.08574979418127812,0.003043742616354102,0.5710149162779725,0.0012003261649543876,0.027445676322531535,0.0025576482825813793,0.15945733055906264,0.003318876496544271,0.0005263840948159975,0.0036509287102394926,0.00013669897460495066,0.0028689800324322393,0.01830886858776438,0.0054456661033948535,0.027905643561877753,0.01238253053643821,0.6134544596195455,0.011179383403882458,0.8577624869400294,0.00019992306374838812
9,0.43805938557282253,1.0039806481502609e-05,0.0004914239696351831,0.00010442276695873937,2.960049776550456e-05,2.1467066902372513e-05,0.001891256998629928,0.00023819474694080804,0.23610233212730342,0.00013323225603526292,0.42237390561538296,3.129588923714424e-05,3.830479022702208e-05,1.2183103585359793e-05,0.5916648869660512,0.004046862977158375,5.656402388601144e-05,1.388509626543404e-05,0.0005585199310167651,9.350306210776587e-06,4.254456844995099e-06,0.00010748954177848514,0.0010003438224264482,5.4656476721111385e-05,0.04953457059459624,9.275350515717425e-05,0.0001300301577940246,4.811009284583199e-05,0.010056732609068114,0.00012862327333486328
