,dvar0,dvar1,dvar2,dvar3,dvar4,dvar5,dvar6,dvar7,dvar8,dvar9,dvar10,dvar11,dvar12,dvar13,dvar14,dvar15,dvar16,dvar17,dvar18,dvar19,dvar20,dvar21,dvar22,dvar23,dvar24,dvar25,dvar26,dvar27,dvar28,dvar29
0,0.8675448325716112,1.0904780524130991e-07,9.895565297415235e-07,0.0009528557669270251,1.064988572192213e-07,1.7057785151088138e-07,0.025919759133421094,5.647027691973611e-08,4.2739154035436225e-08,3.640255580169835e-08,0.02861395580796698,0.0003119645099253162,5.137962917737858e-07,0.0004891555944691958,0.0006021657746867348,0.0007337124476740059,3.682887562484606e-07,1.0330955013115916e-06,8.320166478701167e-08,3.7057637463696706e-08,2.179271590023588e-08,1.2821188893519019e-08,0.0423709982251385,1.3908666852674638e-08,3.5601484562027267e-07,2.1138755913792717e-09,1.1732278406976334e-08,2.9538038120129747e-09,1.1906425674336254e-06,0.0003502013335649854
1,0.8675448325716112,1.0904780524130991e-07,9.895565297415235e-07,0.0009528557669270251,1.064988572192213e-07,1.7057785151088138e-07,0.025919759133421094,5.647027691973611e-08,4.2739154035436225e-08,3.640255580169835e-08,0.02861395580796698,0.0003119645099253162,5.137962917737858e-07,0.0004891555944691958,0.0006021657746867348,0.0007337124476740059,3.682887562484606e-07,1.0330955013115916e-06,8.320166478701167e-08,3.7057637463696706e-08,2.179271590023588e-08,1.2821188893519019e-08,0.0423709982251385,1.3908666852674638e-08,3.5601484562027267e-07,2.1138755913792717e-09,1.1732278406976334e-08,2.9538038120129747e-09,1.1906425674336254e-06,0.0003502013335649854
2,1.4185880703199314e-05,1.5456765493503522e-08,1.0379470988540428e-06,0.0009394987649308871,6.039343298110042e-09,9.026892662987228e-08,0.0024224841941344693,2.271631329716216e-07,3.1636959072873306e-09,3.590181754415744e-08,0.018173975975454382,0.00030374349278386274,1.8387976578360685e-07,0.0004684957242276921,0.00045725130556109237,0.0007325359712227499,2.376320345713539e-08,3.7115405267584893e-07,1.200826586274385e-07,2.242747277629066e-08,9.019585416937253e-09,3.798818118645895e-09,0.0010392667166316078,1.942116342394344e-09,1.3911355415359577e-07,7.746218108413698e-10,2.206939597425498e-09,1.5963286304692528e-10,5.716648701830061e-05,0.00034960040255004027
3,0.8210052014620152,1.3293864348684092e-07,8.595725401585547e-07,0.0009660606701847317,1.0902413762990335e-07,1.4568780300867147e-07,0.02876873668320209,6.215964233673725e-08,2.1701801529679928e-09,4.676352553049149e-08,0.022365673684927877,0.0003097971400068218,3.940691596004067e-07,0.0004694809722718866,0.0005786897944184586,0.0007326750845108631,3.494380800201437e-08,2.557650329464469e-07,1.3060631827467808e-07,3.230210740054388e-08,2.0912087297887465e-08,7.0507750206800124e-09,0.0007108528953342383,5.723541743320162e-08,3.507331036611375e-07,2.7306668388819273e-09,2.5146012262873442e-08,3.078901130537884e-10,6.5035795915126e-07,0.00035159466060087424
4,0.6667786583515836,1.0333674208196392e-06,8.889858856685884e-07,0.0010914584087509684,3.9487170146411825e-08,9.42535021165272e-07,0.019770296957619837,1.162416668781773e-08,2.20084635847809e-08,4.741850120382428e-08,0.022289404664944494,0.0003111153503872025,4.169618348614299e-07,0.00047473831235210284,0.0005672102723745484,0.0007879260604988329,1.706024309319029e-07,1.034460281233352e-06,5.609935511230815e-07,5.646720327031106e-08,4.365994626503004e-08,8.76815912490817e-09,0.029842167841336434,1.7765010297303324e-08,1.7623669771886048e-07,1.0931297278973635e-08,1.866698744007508e-06,2.339558336832242e-09,3.5952910871985305e-07,0.0003899996131882661
5,0.6188194694548211,3.1203820541216293e-07,2.580650401464437e-07,0.0010080061078647786,1.715565403970117e-09,2.364813404051103e-08,0.019123275054582323,1.2193605356569362e-08,1.978458883062726e-08,2.535629468353446e-09,0.01882518591239165,0.00030252870003490563,1.4171589274858384e-07,0.0004607606912586181,0.000563181689431545,0.0007758166207157691,1.928561641884146e-08,1.971013291277182e-08,4.4828245306987635e-08,1.4387136389782227e-08,9.012092796353816e-09,3.7172937212532528e-09,0.012409159337059288,1.7953707669642787e-08,1.6849932795916044e-07,3.2882160448439694e-09,6.326500111543183e-08,4.918327199851081e-07,5.2490307272953976e-08,0.0003175969753912474
6,0.46808209933874356,2.642221168502795e-08,3.097327900118822e-07,0.0010403082779551333,3.398204173500333e-08,1.2128559814554833e-08,0.017008087304244406,2.9264990411398448e-08,5.765825475875997e-09,3.2595093413735025e-08,0.01733626979228214,0.00030798711167080283,2.4553494837868075e-07,0.0004928337143099608,0.0006456303837244238,0.0007756169932321859,1.7189229561060006e-08,2.0071881323451568e-07,1.4832095503140101e-06,2.5468173656859802e-08,1.6210280028554944e-07,3.7233205078142124e-09,0.008561816594669033,2.012250268027671e-08,1.7652087384546023e-07,8.467755465761049e-09,3.034735743538502e-08,1.5577767246670467e-09,4.302862027195433e-09,0.00032010763361446393
7,0.41421690423207813,1.549870573473236e-08,1.0721750454983408e-07,0.0010020318870725918,7.266576006965276e-09,8.108659523160749e-08,0.01708805172829278,1.228654693624954e-07,2.254113778677661e-10,3.076114998014168e-08,0.01718711097538296,0.00030385418889150334,1.69664180157638e-07,0.00047676816634146006,0.00045293454724805487,0.0007050002514889595,1.0384782995533686e-07,4.366218421395596e-08,2.332215809849166e-08,9.752925643207687e-09,9.80556043676577e-09,8.125514089115103e-10,0.008542487542048255,7.619336196478022e-09,1.2141078199973255e-07,1.2539539180964757e-09,2.3888974349291514e-08,1.21968340266186e-09,7.00029136732425e-07,0.0003178494186243268
8,0.272189968774887,3.3645262673734564e-08,8.819255147974261e-08,0.0009729406754906192,1.231396458805113e-08,1.2200687727618633e-07,0.007694865273661626,6.604592421500887e-09,3.0044350461854455e-08,1.4592750665362945e-08,0.007557671349938733,0.00030398308748951907,1.5368408415115732e-07,0.00046306060286229475,0.0005785006066736069,0.0007534179984282447,1.512349299656398e-07,3.534804213132312e-07,6.492852759640108e-08,1.7049862823346054e-08,8.691091760747654e-09,2.5893751057028482e-08,0.0025326499661531866,3.070381266551838e-09,5.7645560104610294e-08,6.724903748434019e-09,9.617639926609357e-08,7.154830363001522e-11,1.176881946796479e-06,0.00033151215424041396
9,0.19378288025880602,1.7105586033445597e-08,2.8646352852833275e-07,0.0009869865171814821,3.8313006808161236e-07,2.6538959626857407e-08,0.007615943939571225,1.7658428383241092e-08,6.782354469101071e-10,2.9280849767124704e-08,0.0008777278392869845,0.00029051264918592256,7.554460780687224e-08,0.000455118118989428,0.0006055942252810244,0.0007688955594740507,1.251095831021173e-07,1.7560619908216325e-07,6.504457730871272e-08,1.3547830207114214e-08,2.8312907138093532e-08,7.034315659724488e-09,0.0007307472398174052,4.3356994699696536e-08,1.7011239890982381e-07,3.766080514485888e-09,1.619976592108636e-08,7.16654578411281e-09,8.792823929075356e-08,0.00034220895276058016
